ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"89.237.32.193","elite","AS20485","RU","multi-origin SUTTK","82","N/A","51549","socks4","3304","2","2023-11-14T00:07:32.702Z","99","4770","4820"
"103.199.97.161","elite","AS45804","IN","New Shivam Cable Network","178","N/A","45804","socks5","2692","2","2023-11-14T00:07:32.997Z","97","4654","4784"
"188.166.239.48","elite","AS14061","SG","DigitalOcean, LLC","184","Digitalocean","3128","socks4","4695","1","2023-11-14T00:07:32.609Z","100","4749","4752"
"120.24.52.179","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","216","Aliyun Computing Co., LTD","3128","socks5","4409","1","2023-11-14T00:07:32.911Z","83","3957","4790"
"182.75.220.186","elite","AS9498","IN","Bharti Airtel","189","Bharti Airtel Ltd","40637","socks4","4703","1","2023-11-14T00:07:32.713Z","86","4088","4750"
"47.112.157.97","elite","AS37963","CN","Addresses CNNIC","215","Aliyun Computing Co., LTD","8060","socks5","4406","1","2023-11-14T00:07:26.706Z","84","3903","4651"
"67.207.75.252","elite","AS14061","DE","DigitalOcean, LLC","29","DigitalOcean, LLC","58927","socks5","4385","2","2023-11-14T00:07:26.803Z","100","4734","4734"
"18.217.169.2","elite","AS16509","US","Amazon.com, Inc.","181","AWS EC2 (us-east-2)","80","socks4","4485","7","2023-11-14T00:07:26.707Z","100","4699","4702"
"61.4.234.239","elite","AS18313","KR","LG HelloVision Corp.","277","HVBuk-incheon","8080","socks5","4195","1","2023-11-14T00:07:26.703Z","91","4393","4833"
"114.5.196.210","elite","AS4761","ID","PT. INDOSAT Tbk","216","PT. INDOSAT Tbk","1081","socks4","4610","1","2023-11-14T00:07:26.704Z","76","3566","4721"
"189.201.189.2","elite","AS28438","MX","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","164","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V","4145","socks4","4410","1","2023-11-14T00:07:26.704Z","99","4718","4770"
"222.163.71.114","elite","AS4837","CN","CNC Group CHINA169 Jilin Province Network","316","N/A","54240","socks5","5595","2","2023-11-14T00:07:24.610Z","44","2109","4740"
"172.67.200.220","elite","AS13335","CA","Cloudflare, Inc.","89","Cloudflare, Inc.","80","socks4","3018","1","2023-11-14T00:07:24.513Z","100","4707","4708"
"38.127.173.150","elite","AS174","US","Cogent Communications","84","Torlandia Trading SRL","11537","socks4","3198","1","2023-11-14T00:07:24.908Z","100","4748","4757"
"195.208.61.116","elite","AS62240","GB","Clouvider Limited","86","Qwarta LLC","52803","socks4","4996","1","2023-11-14T00:07:24.912Z","100","4750","4756"
"103.47.93.216","elite","AS134058","IN","Broban Internet Services Pvt.ltd","161","Broban  PVT Ltd.","1080","socks4","3001","83","2023-11-14T00:07:24.606Z","99","4668","4700"
"103.212.93.254","elite","AS138312","IN","Best Telnet Services Private Limited","192","Best telnet services private limited","45639","socks4","4789","1","2023-11-14T00:07:18.110Z","99","4688","4737"
"202.162.214.250","elite","AS9341","ID","PT Indonesia Comnets Plus","164","N/A","3128","socks4","790","1","2023-11-14T00:07:18.107Z","98","4702","4795"
"185.162.230.178","elite","AS209242","GB","Cloudflare London, LLC","11","Softconstruct Limited","80","socks4","4494","1","2023-11-14T00:07:17.798Z","100","4666","4668"
"37.130.25.184","elite","AS15874","PL","\"InterKAM\" S.C","35","Interkam Szczepanik Spolka Komandytowa","5678","socks4","4911","1","2023-11-14T00:07:17.711Z","99","4700","4732"
"189.84.125.189","elite","AS28368","BR","Sobralnet Servicos E Telecomunicacoes Ltda - ME","159","Sobralnet Servicos E Telecomunicacoes Ltda - ME","5678","socks4","4711","1","2023-11-14T00:07:15.922Z","98","4535","4638"
"203.30.190.46","elite","AS209242","BZ","Cloudflare London, LLC","12","Umpire Associates LTD","80","socks4","4501","1","2023-11-14T00:07:15.925Z","100","4737","4737"
"168.253.196.6","elite","AS37276","ZA","VOffice Solutions","185","Smartvillage","5678","socks4","5090","1","2023-11-14T00:07:11.199Z","100","4711","4728"
"103.10.97.154","elite","AS18103","ID","Neuviz","206","N/A","4153","socks4","4289","1","2023-11-14T00:07:11.210Z","96","4486","4657"
"103.192.76.36","elite","AS55915","NP","Classic Tech Pvt. Ltd.","201","Classic Support Pvt. Ltd","5678","socks4","4793","2","2023-11-14T00:07:11.203Z","96","4605","4813"
"178.32.116.99","elite","AS16276","FR","OVH SAS","10","OVH ISP","62763","socks4","2287","2","2023-11-14T00:07:10.201Z","100","4786","4797"
"104.21.102.95","elite","AS13335","US","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","5488","1","2023-11-14T00:07:10.206Z","100","4825","4825"
"89.34.198.253","elite","AS8926","MD","JSC MOLDTELECOM SA","57","JSC Moldtelecom S.A.","5678","socks4","4594","1","2023-11-14T00:07:05.000Z","66","3125","4708"
"38.127.173.40","elite","AS174","US","Cogent Communications","99","Torlandia Trading SRL","46656","socks4","5497","1","2023-11-14T00:07:05.098Z","100","4706","4710"
"185.56.180.14","elite","AS206866","ES","GARTEL","90","Gartel","5678","socks4","3299","1","2023-11-14T00:07:05.099Z","100","4816","4818"
"139.162.46.64","elite","AS63949","SG","Akamai Technologies, Inc.","161","Linode, LLC","8080","socks5","5006","1","2023-11-14T00:07:05.001Z","99","4683","4746"
"177.72.113.225","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","193","Prompt Brasil Solucoes EM TI Ltda","31164","socks4","4404","1","2023-11-14T00:07:04.917Z","99","4783","4811"
"93.87.73.58","elite","AS8400","RS","Telekom Srbija","39","N/A","1080","socks4","5096","1","2023-11-14T00:07:04.917Z","100","4677","4691"
"154.117.212.18","elite","AS327799","BI","2G+3G+4G","219","N/A","5678","socks4","882","1","2023-11-14T00:07:04.998Z","98","4598","4670"
"103.135.225.202","elite","AS138871","ID","SUPERCORRIDOR","168","N/A","4153","socks5","1134","1","2023-11-14T00:07:03.813Z","75","3507","4668"
"74.207.251.162","elite","AS63949","US","Akamai Technologies, Inc.","149","Linode","62322","socks5","2902","2","2023-11-14T00:07:03.498Z","98","4615","4696"
"103.119.55.155","elite","AS63859","ID","PT. Eka Mas Republik","198","Myrepublic","8080","socks4","4301","1","2023-11-14T00:07:03.503Z","98","4585","4676"
"69.163.161.58","elite","AS26347","US","New Dream Network, LLC","194","New Dream Network, LLC","26347","socks4","5080","91","2023-11-14T00:07:03.602Z","100","4745","4748"
"115.42.64.40","elite","AS132165","PK","Connect Communication","146","Connect Communication","5678","socks4","2284","1","2023-11-14T00:07:03.815Z","94","4450","4737"
"184.82.234.155","elite","AS133481","TH","AIS-Fibre","167","N/A","8888","socks5","5003","1","2023-11-14T00:07:03.698Z","41","1926","4719"
"110.78.153.94","elite","AS131090","TH","CAT-BB","294","N/A","4145","socks4","5296","85","2023-11-14T00:07:03.506Z","67","3188","4736"
"119.28.74.177","elite","AS132203","HK","ComsenzNet","300","Tencent cloud computing (Beijing) Co., Ltd.","10004","socks5","4606","1","2023-11-14T00:06:57.106Z","100","4769","4782"
"149.20.253.77","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","4314","83","2023-11-14T00:06:57.110Z","100","4644","4654"
"31.206.38.50","elite","AS15924","TR","Vodafone Net Iletisim Hizmetler","68","Vodafone Net Iletisim Hizmetler","37630","socks4","5308","1","2023-11-14T00:06:57.004Z","100","4759","4773"
"124.122.11.115","elite","AS17552","TH","True Internet Co., Ltd.","183","TRUE BB","5678","socks4","3688","1","2023-11-14T00:06:57.100Z","87","4138","4777"
"93.171.224.46","elite","AS211570","UA","PE TV and Radio Company Kentavr-TV","86","PE TV and Radio Company Kentavr-TV","4153","socks4","4298","2","2023-11-14T00:06:56.312Z","99","4650","4676"
"167.99.201.165","elite","AS14061","GB","DigitalOcean, LLC","14","DigitalOcean, LLC","15956","socks5","4099","1","2023-11-14T00:06:54.003Z","66","3085","4683"
"37.114.211.55","elite","AS206065","IR","FANAPTELECOM","105","N/A","8080","socks4","2698","4","2023-11-14T00:06:54.003Z","13","610","4649"
"104.18.220.95","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks5","3088","1","2023-11-14T00:06:54.000Z","100","4754","4754"
"104.129.206.65","elite","AS22616","US","ZSCALER, INC.","98","Zscaler, Inc.","8800","socks4","4099","3","2023-11-14T00:06:53.999Z","96","4625","4819"
"180.183.135.241","elite","AS45629","TH","Triple T Broadband Public Company Limited","200","Triple T Broadband Public Company Limited","1099","socks4","4298","1","2023-11-14T00:06:53.999Z","91","4285","4691"
"123.120.54.114","elite","AS4808","CN","China Unicom Beijing Province Network","199","N/A","28890","socks4","4898","3","2023-11-14T00:06:43.109Z","80","3825","4790"
"188.136.162.30","elite","AS48309","IR","Ariana Gostar Spadana's","107","N/A","4153","socks4","5097","1","2023-11-14T00:06:43.113Z","98","4657","4730"
"5.188.4.100","elite","AS202422","BR","G-Core Labs S.A","193","GCL","80","socks5","3898","1","2023-11-14T00:06:43.111Z","49","2282","4692"
"185.169.181.26","elite","AS34984","TR","Ates Dc","91","Ibrahim MALA trading as Ates Dc","4145","socks4","4891","2","2023-11-14T00:06:43.200Z","100","4677","4679"
"145.239.81.129","elite","AS16276","PL","OVH SAS","31","OVH Sp. z o. o","8008","socks4","4690","2","2023-11-14T00:06:43.200Z","100","4752","4752"
"103.79.96.177","elite","AS64308","ID","PT IndoDev Niaga Internet","186","PT IndoDev Niaga Internet","4153","socks4","4699","1","2023-11-14T00:06:40.902Z","100","4754","4767"
"181.115.36.148","elite","AS14754","HN","Telgua","144","SERCOM de Honduras","5678","socks4","4288","1","2023-11-14T00:06:38.505Z","94","4453","4713"
"177.136.212.56","elite","AS52685","BR","Conectnet Telecomunicações Ltda.","226","Conectnet Telecomunicações Ltda","4145","socks4","911","1","2023-11-14T00:06:37.195Z","56","2609","4650"
"103.88.135.76","elite","AS134942","IN","Ashok Secure Broadband Network Pvt Ltd","180","Ashok Secure Broadband Network Pvt Ltd","5678","socks4","5102","1","2023-11-14T00:06:36.298Z","99","4749","4820"
"94.228.253.51","elite","AS15672","RU","TZ-Telecom Address","101","JSC TZ-Telecom","4145","socks4","2998","91","2023-11-14T00:06:35.296Z","100","4621","4631"
"194.6.233.122","elite","AS33927","UA","Ukrmirkom LTD","51","Specavtomatica Ltd","3629","socks4","254","93","2023-11-14T00:06:35.197Z","99","4741","4800"
"180.210.222.161","elite","AS203363","US","Ipxo LLC","15","Ipxo","1080","socks4","4996","1","2023-11-14T00:06:35.812Z","31","1468","4767"
"185.162.229.215","elite","AS209242","GB","Cloudflare London, LLC","92","Softconstruct Limited","80","socks4","4792","3","2023-11-14T00:06:35.112Z","100","4818","4820"
"104.18.237.128","elite","AS13335","CA","Cloudflare, Inc.","90","Cloudflare, Inc.","80","socks4","921","1","2023-11-14T00:06:35.299Z","100","4745","4746"
"31.43.179.214","elite","AS209242","KZ","Cloudflare London, LLC","93","\"Betting company PM Bet\" LLC","80","socks4","2202","2","2023-11-14T00:06:35.206Z","100","4693","4693"
"190.152.12.54","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","187","Corporacion Nacional De Telecomunicaciones - CNT EP","47017","socks4","1797","1","2023-11-14T00:06:35.900Z","98","4696","4770"
"103.199.158.97","elite","AS134318","IN","city broadband network pvt.ltd","196","N/A","41610","socks4","4387","1","2023-11-14T00:06:35.897Z","100","4679","4699"
"159.89.173.152","elite","AS14061","IN","DigitalOcean, LLC","202","DigitalOcean, LLC","49467","socks5","3003","1","2023-11-14T00:06:34.908Z","100","4718","4721"
"31.220.15.95","elite","AS63473","SE","HostHatch","93","HostHatch LLC","1080","socks5","2312","1","2023-11-14T00:06:34.915Z","56","2654","4771"
"36.255.104.9","elite","AS136238","MV","SatLink Pvt Ltd","191","N/A","1080","socks4","2704","3","2023-11-14T00:06:34.995Z","100","4776","4794"
"183.89.63.31","elite","AS45629","TH","Triple T Broadband Public Company Limited","178","Triple T Broadband Public Company Limited","8080","socks4","4000","1","2023-11-14T00:06:33.300Z","94","4485","4753"
"186.126.2.191","elite","AS7303","AR","Telecom Argentina S.A.","1129","Telecom Personal Bs","1080","socks4","2904","2","2023-11-14T00:06:33.399Z","41","1945","4737"
"201.251.155.253","elite","AS22927","AR","Telefonica de Argentina","280","Cooperativa Telefonica OYIKIL LTDA","5678","socks4","4894","1","2023-11-14T00:06:33.500Z","99","4500","4547"
"185.105.237.38","elite","AS212248","IR","Abolfazl-Shirdel","17","Amnpardaz Soft Corporation","1080","socks5","3694","2","2023-11-14T00:06:33.207Z","99","4649","4677"
"103.59.203.185","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","145","NET 4 U Services PVT LTD","4145","socks4","4091","1","2023-11-14T00:06:32.507Z","99","4712","4737"
"88.119.204.62","elite","AS8764","LT","Telia Lietuva, AB","86","Telia Lietuva, AB","4153","socks4","4711","1","2023-11-14T00:06:32.504Z","100","4680","4682"
